index,timestamp,filename,angle,torque,speed,fullpath,filename2
2016-11-17 23:37:14.048269765,1479425834048269824,center/1479425834048269765.jpg,0.0191986225545,-0.0986254894684,20.1798158955,round2/train/center/1479425834048269765.jpg,5834048269765
2016-11-17 23:37:14.098028922,1479425834098028800,center/1479425834098028922.jpg,0.0191986225545,-0.107338969199,20.164412273,round2/train/center/1479425834098028922.jpg,5834098028922
2016-11-17 23:37:14.148054323,1479425834148054272,center/1479425834148054323.jpg,0.0191986225545,-0.137171632637,20.15443759,round2/train/center/1479425834148054323.jpg,5834148054323
2016-11-17 23:37:14.197961340,1479425834197961216,center/1479425834197961340.jpg,0.0207595367122,-0.105188453437,20.1447371462,round2/train/center/1479425834197961340.jpg,5834197961340
2016-11-17 23:37:14.247873361,1479425834247873280,center/1479425834247873361.jpg,0.0209439508617,-0.225866344534,20.1395209858,round2/train/center/1479425834247873361.jpg,5834247873361
2016-11-17 23:37:14.297952706,1479425834297952768,center/1479425834297952706.jpg,0.0209439508617,-0.234939759036,20.1333332062,round2/train/center/1479425834297952706.jpg,5834297952706
2016-11-17 23:37:14.347912542,1479425834347912448,center/1479425834347912542.jpg,0.0196227257388,-0.766938669837,20.1284531029,round2/train/center/1479425834347912542.jpg,5834347912542
2016-11-17 23:37:14.398070592,1479425834398070528,center/1479425834398070592.jpg,-0.00381020916903,-1.125,20.1222229004,round2/train/center/1479425834398070592.jpg,5834398070592
2016-11-17 23:37:14.447966074,1479425834447965952,center/1479425834447966074.jpg,-0.0322740411847,-1.02330724195,20.1145948335,round2/train/center/1479425834447966074.jpg,5834447966074
2016-11-17 23:37:14.497993617,1479425834497993728,center/1479425834497993617.jpg,-0.0449241106126,-1.17936308237,20.1007237348,round2/train/center/1479425834497993617.jpg,5834497993617
2016-11-17 23:37:14.547969965,1479425834547970048,center/1479425834547969965.jpg,-0.0536348329433,-1.14782797456,20.0876084662,round2/train/center/1479425834547969965.jpg,5834547969965
2016-11-17 23:37:14.598016087,1479425834598016000,center/1479425834598016087.jpg,-0.0593411959708,-0.95447093627,20.0646428884,round2/train/center/1479425834598016087.jpg,5834598016087
2016-11-17 23:37:14.647945293,1479425834647945216,center/1479425834647945293.jpg,-0.0569751205727,-0.6875,20.0508021595,round2/train/center/1479425834647945293.jpg,5834647945293
2016-11-17 23:37:14.698002061,1.479425834698e+18,center/1479425834698002061.jpg,-0.0493756225547,-0.678432878234,20.0317646562,round2/train/center/1479425834698002061.jpg,5834698002061
2016-11-17 23:37:14.748010234,1479425834748010240,center/1479425834748010234.jpg,-0.0459023289002,-0.768756075101,20.0174998122,round2/train/center/1479425834748010234.jpg,5834748010234
2016-11-17 23:37:14.798028524,1479425834798028544,center/1479425834798028524.jpg,-0.0404110597781,-0.78365660553,20.0036318035,round2/train/center/1479425834798028524.jpg,5834798028524
2016-11-17 23:37:14.848028404,1479425834848028416,center/1479425834848028404.jpg,-0.0377972725958,-0.62304530362,19.9925345909,round2/train/center/1479425834848028404.jpg,5834848028404
2016-11-17 23:37:14.898465851,1479425834898465792,center/1479425834898465851.jpg,-0.0254073926695,-0.383708807,19.978551674,round2/train/center/1479425834898465851.jpg,5834898465851
2016-11-17 23:37:14.948080289,1479425834948080384,center/1479425834948080289.jpg,-0.00404028578593,-0.249309247008,19.9620163068,round2/train/center/1479425834948080289.jpg,5834948080289
2016-11-17 23:37:14.998107843,1479425834998107904,center/1479425834998107843.jpg,0.022680443668,-0.0104694052368,19.9402844492,round2/train/center/1479425834998107843.jpg,5834998107843
