frame_id,usrlat,usrlon
1477439402646429224,37.2020293555688,-122.483041286236
1477439402696452587,37.0095866406336,-122.321614595829
1477439402746441064,37.4838514006697,-122.307097700192
1477439402796456793,37.6311608669348,-122.997103375383
1477439402846460762,37.4439564482309,-122.101768608904
1477439402896466261,37.9483051791321,-122.709330651676
1477439402946484194,37.9477615854703,-122.486334946472
1477439402996339363,37.503171705408,-122.450514508411
1477439403046435425,37.2894591053482,-122.705322676571
1477439403096426081,37.2985091062728,-122.352835411439
1477439403146485303,37.2607199426275,-122.849766623462
1477439403196542223,37.5538158402778,-122.632451977581
1477439403247978710,37.5876005247701,-122.770955719519
1477439403296529623,37.4382081308868,-122.373797638575
1477439403346531130,37.579072566703,-122.949432928581
1477439403396576495,37.2236801148392,-122.922643115744
1477439403446575799,37.9488772882614,-122.45663885423
1477439403496612686,37.3796091487166,-122.864556481363
1477439403546737008,37.752697272459,-122.625583672198
1477439403596614432,37.4862460629083,-122.196391661419
1477439403647758970,37.0245544146746,-122.027032755548
1477439403696522041,37.8948577004485,-122.897697410779
1477439403746622417,37.7467164471745,-122.165440704441
1477439403796509561,37.6106414231472,-122.927360613132
1477439403846542023,37.1876294557005,-122.486067623599
1477439403896759600,37.8872170611285,-122.439118000213
1477439403946530665,37.5918487028684,-122.797763961134
1477439403996585075,37.5731893009506,-122.075704044895
1477439404046566602,37.7409528724384,-122.855662996881
1477439404096587186,37.4894392204005,-122.078042058274
1477439404146605339,37.0804465867113,-122.936453148024
1477439404196584763,37.9223109048326,-122.140717271948
1477439404246607917,37.1960461286362,-122.603292145999
1477439404296595812,37.4443992353044,-122.793216933263
1477439404346612863,37.8108833711594,-122.250928127207
1477439404396609696,37.6476107204799,-122.876384509495
1477439404446643836,37.0355955823325,-122.861419522902
1477439404496733732,37.9240318243392,-122.385055970401
1477439404546700344,37.2906140978448,-122.189471893478
1477439404596702489,37.4509793843608,-122.785531488247
1477439404646640018,37.4956674531568,-122.207476548152
1477439404696676649,37.1639734855853,-122.245081516448
1477439404746670677,37.406211208785,-122.148263232317
1477439404796781174,37.1087366167922,-122.166274345247
1477439404846702317,37.3921098720748,-122.981600929284
1477439404896606529,37.7866898607463,-122.964931154856
1477439404946738865,37.277461978374,-122.637454409152
1477439404996742690,37.5786609521601,-122.011453344487
1477439405046714727,37.4291794330347,-122.601940867957
1477439405096746491,37.6475838313345,-122.500778926769
1477439405146730129,37.0372412430588,-122.125353660667
1477439405196773413,37.8702889815904,-122.928703224752
1477439405246735806,37.6496873272117,-122.10475406656
1477439405296861116,37.2134134245571,-122.817671588389
1477439405346809644,37.6505532844458,-122.192165275337
1477439405396826273,37.2471652913373,-122.041341128992
1477439405446815361,37.7873715262394,-122.958432956832
1477439405497081765,37.8411029116251,-122.649975720793
1477439405546827183,37.6739603369497,-122.411042863037
1477439405597034680,37.0803678289521,-122.054149146657
1477439405646854013,37.8734542664606,-122.366280995542
1477439405696897975,37.9326852338854,-122.49640573794
1477439405746905383,37.0344111733139,-122.183157904772
1477439405796881818,37.8532898225822,-122.165552704828
1477439405846889046,37.7259136638604,-122.787287005456
1477439405896899827,37.4567465260625,-122.247519867029
1477439405947002604,37.7964393217117,-122.142766708741
1477439405996844573,37.6671774913557,-122.401990527287
1477439406046852819,37.2105291276239,-122.636798708001
1477439406097137054,37.0107632523868,-122.460432661232
1477439406146941417,37.6496206971351,-122.909511099104
1477439406196923970,37.1978605494369,-122.084703902481
1477439406246943695,37.542185974773,-122.44812857965
1477439406296951994,37.8287896024995,-122.401839746162
1477439406346978810,37.7237636472564,-122.164008762455
1477439406397202165,37.1311568119563,-122.861127446406
1477439406446975485,37.9700375022367,-122.636261072243
1477439406496960467,37.2704601099249,-122.50382614648
1477439406547037041,37.4297764943913,-122.826226902427
1477439406596985406,37.966019255342,-122.37472374877
1477439406646994568,37.8620485176798,-122.937774922466
1477439406696975819,37.2766792092007,-122.867896747543
1477439406747001480,37.5895401586313,-122.012631906662
1477439406797312201,37.5067919506691,-122.065767636523
1477439406846968100,37.0934329915326,-122.485185540048
1477439406897159766,37.4948453088291,-122.649097330635
1477439406946990890,37.2761781036388,-122.004332026467
1477439406996992232,37.521685951855,-122.820589327253
1477439407047183147,37.086364699062,-122.557037887163
