frame_id,steering_angle
1479425441182877835,-0.00527179
1479425441232704425,-0.0177549
1479425441282730750,-0.0232894
1479425441332806714,-0.0367991
1479425441382790272,-0.0383918
1479425441432724303,-0.0355178
1479425441482746958,-0.0206284
1479425441532802506,-0.0194245
1479425441582725165,-0.0200031
1479425441632720892,-0.0307381
1479425441682732948,-0.0554281
1479425441732800574,-0.062403
1479425441782737331,-0.0647652
1479425441832816004,-0.0650042
1479425441882830087,-0.0594572
1479425441932849879,-0.056246
1479425441982783223,-0.0602098
1479425442032874172,-0.0546445
1479425442082758552,-0.0391897
1479425442132852121,-0.0372204
1479425442182761838,-0.0367841
1479425442232828524,-0.0399678
1479425442282862682,-0.045114
1479425442332893792,-0.0360356
1479425442382858459,-0.0345071
1479425442432797491,-0.0346642
1479425442482899263,-0.0349701
1479425442532771570,-0.0338218
1479425442582809345,-0.0346146
1479425442632821093,-0.0352684
1479425442682747552,-0.0357027
1479425442732806572,-0.0354046
1479425442782862182,-0.0308114
1479425442832833025,-0.0355248
1479425442882822631,-0.0369291
1479425442932809867,-0.0270608
1479425442982805056,-0.0210087
1479425443032823520,-0.0248417
1479425443082812203,-0.0343483
1479425443132827444,-0.0508811
1479425443182854411,-0.0533293
1479425443232861030,-0.0424926
1479425443282879357,-0.0388213
1479425443332896491,-0.0395584
1479425443382879593,-0.0349301
1479425443432903742,-0.0335912
1479425443483016593,-0.0363825
1479425443533017775,-0.032027
1479425443582977575,-0.0213548
1479425443632945821,-0.0203536
1479425443682982187,-0.0207291
1479425443732869219,-0.0207743
1479425443782898808,-0.0235989
1479425443833012205,-0.026053
1479425443882914607,-0.0234899
1479425443933132143,-0.0221607
1479425443983182782,-0.0207736
1479425444033115695,-0.0206749
1479425444083198332,-0.0213358
1479425444133127546,-0.0266766
1479425444183146275,-0.0272075
1479425444233201168,-0.0271464
1479425444283138737,-0.033283
1479425444333229360,-0.0305758
1479425444383185181,-0.0296656
1479425444434593057,-0.0279327
1479425444483190972,-0.0316621
1479425444533172421,-0.03216
1479425444583259948,-0.0339068
1479425444633286162,-0.0379726
1479425444683294213,-0.055404
1479425444733253036,-0.0644887
1479425444783291032,-0.0671318
1479425444833288592,-0.0691559
1479425444883283220,-0.0798804
1479425444933328937,-0.0910921
1479425444983260437,-0.093468
1479425445033271766,-0.0902546
1479425445083281310,-0.0909031
1479425445133336475,-0.0938484
1479425445183328558,-0.099323
1479425445233404698,-0.0935389
1479425445283448582,-0.0915769
1479425445333367499,-0.0872859
1479425445383326348,-0.0945194
1479425445433499090,-0.0900853
1479425445483382125,-0.0923152
1479425445533489877,-0.09021
1479425445583437918,-0.089021
1479425445633423016,-0.0869217
1479425445683329266,-0.0828093
1479425445733403939,-0.0826831
1479425445783307622,-0.0857016
1479425445833353168,-0.0906689
1479425445883484127,-0.0963281
1479425445933390665,-0.084029
1479425445983503068,-0.0879533
1479425446033440044,-0.082443
1479425446083426096,-0.0839366
1479425446133410346,-0.0866261
1479425446183468695,-0.0890415
1479425446233463132,-0.0904439
1479425446283447100,-0.0880988
1479425446333431175,-0.0969386
1479425446383424337,-0.0939521
1479425446433457370,-0.0932875
1479425446483371405,-0.0955231
1479425446533500137,-0.0948845
1479425446583477115,-0.0873109
1479425446633522506,-0.0775477
1479425446683589238,-0.0719978
1479425446733573761,-0.0761616
1479425446783611898,-0.0649863
1479425446833546046,-0.066666
1479425446883533208,-0.0669031
1479425446933547800,-0.0652641
1479425446983608400,-0.0537468
1479425447033578750,-0.0386809
1479425447083596868,-0.031291
1479425447133467484,-0.033811
1479425447183549871,-0.0232475
1479425447233486454,-0.0204703
1479425447283725051,-0.0321318
1479425447333693598,-0.0313299
1479425447383620607,-0.0205741
1479425447433621760,-0.020076
1479425447483674337,-0.0202169
1479425447533663020,-0.0204814
1479425447583646955,-0.0181
1479425447633645468,-0.018432
1479425447683675176,-0.0196976
1479425447733726775,-0.0202639
1479425447783780269,-0.0206801
1479425447833680291,-0.0207046
1479425447883694922,-0.0271265
1479425447933701813,-0.0282524
1479425447983829975,-0.028443
1479425448033742629,-0.0316975
1479425448083725825,-0.0339144
1479425448133784412,-0.0450398
1479425448183782273,-0.0486213
1479425448233780330,-0.0506216
1479425448283749801,-0.038975
1479425448333826064,-0.0341689
1479425448383792183,-0.0234392
1479425448433778649,-0.0208556
1479425448483793143,-0.0206777
1479425448533885890,-0.0217658
1479425448583862227,-0.0236023
1479425448633847925,-0.0339109
1479425448683822662,-0.0251106
1479425448733882312,-0.0200294
1479425448783845387,-0.0205577
1479425448833950015,-0.029438
1479425448883924440,-0.0356955
1479425448933879663,-0.0377989
1479425448983876216,-0.0362782
1479425449034016614,-0.0309766
1479425449083989539,-0.0209128
1479425449134003281,-0.00527179
1479425449183978806,-0.00527179
1479425449233996144,-0.00527179
1479425449283962329,-0.00527179
1479425449333971165,-0.00527179
1479425449383983954,-0.0189182
1479425449434025534,-0.0201103
1479425449483987552,-0.0201055
1479425449534040093,-0.0204099
1479425449584053959,-0.0180022
1479425449634016171,-0.014728
1479425449684123260,-0.020424
1479425449734027001,-0.0196519
1479425449784082050,-0.0202162
1479425449834134569,-0.0206383
1479425449884087282,-0.0211461
1479425449934088214,-0.0183347
1479425449984134982,-0.00527179
1479425450034140940,-0.00527179
1479425450084078501,-0.00527179
1479425450134193600,-0.00527179
1479425450184172865,-0.00527179
1479425450234144378,-0.00527179
1479425450284149775,-0.00527179
1479425450334262000,-0.0168194
1479425450384178750,-0.00527179
1479425450434161961,-0.00527179
1479425450484147791,-0.00527179
1479425450534184818,-0.0147353
1479425450584162450,-0.00527179
1479425450634258305,-0.00527179
1479425450684227110,-0.00527179
1479425450734209984,-0.00527179
1479425450784248908,-0.0029916
1479425450834260421,-0.0169322
1479425450884230583,-0.0204946
1479425450934345661,-0.0267635
1479425450984309065,-0.00527179
1479425451034286630,-0.0171757
1479425451084317905,-0.00527179
1479425451134304083,-0.0159621
1479425451184289528,-0.00527179
1479425451234414501,-0.0209022
1479425451284350407,-0.0232736
1479425451334284259,-0.0240145
1479425451384384161,-0.020702
1479425451434326964,-0.0209597
1479425451484368953,-0.0282641
1479425451534399242,-0.0471208
1479425451584434387,-0.0564973
1479425451634350263,-0.0406808
1479425451684382956,-0.0485773
1479425451734356975,-0.0380747
1479425451784399230,-0.0350404
1479425451834383177,-0.0369861
1479425451884425416,-0.0424934
1479425451934441674,-0.0427522
1479425451984403693,-0.0373031
1479425452034457721,-0.0267702
1479425452084417312,-0.0178213
1479425452134520843,0.000367984
1479425452184466002,0.000357418
1479425452234335175,0.0147516
1479425452284375611,0.0202627
1479425452334564662,0.0234949
1479425452384627152,0.0286532
1479425452434545378,0.0270649
1479425452484609213,0.0230256
1479425452534553900,0.0208901
1479425452584569515,0.0318552
1479425452634553611,0.0283347
1479425452684562980,0.019409
1479425452734636836,0.0203143
1479425452784608361,0.0179944
1479425452834609980,0.0131943
1479425452884611953,0.0134809
1479425452934601849,0.0108088
1479425452984630588,0.0107009
1479425453034674381,-0.000778451
1479425453084683167,-0.00527179
1479425453134711461,-0.00527179
1479425453184665706,0.0110262
1479425453234723205,-0.00527179
1479425453284690109,-0.00527179
1479425453334712197,-0.0206319
1479425453384695179,-0.0239958
1479425453434771997,-0.0280769
1479425453484719139,-0.0325948
1479425453534887926,-0.0328533
1479425453584746259,-0.0365753
1479425453634743110,-0.0298783
1479425453684792122,-0.0325197
1479425453734799602,-0.0259088
1479425453784765115,-0.0380082
1479425453834837075,-0.0379557
1479425453884781104,-0.0428553
1479425453934842652,-0.0376871
1479425453984831513,-0.0394445
1479425454034831660,-0.0489382
1479425454084836219,-0.0531003
1479425454134878742,-0.0551782
1479425454184883542,-0.0584884
1479425454234889377,-0.0681681
1479425454284867819,-0.0681387
1479425454334887035,-0.0454811
1479425454384960133,-0.0356097
1479425454434866999,-0.0365739
1479425454484877099,-0.0413832
1479425454534965755,-0.0558796
1479425454584960425,-0.0372637
1479425454634985147,-0.0305236
1479425454684962544,-0.00527179
1479425454734974049,-0.00527179
1479425454784969623,-0.00527179
1479425454834992068,-0.0243861
1479425454885024662,-0.0218051
1479425454935000744,-0.035295
1479425454985024030,-0.0368522
1479425455034974159,-0.0356278
1479425455084988816,-0.0318101
1479425455135196249,-0.0319618
1479425455185043601,-0.0306
1479425455235022567,-0.0378179
1479425455285050614,-0.038156
1479425455335094080,-0.0406519
1479425455385076496,-0.0468673
1479425455435061538,-0.057745
1479425455485082736,-0.0577281
1479425455535127618,-0.0507736
1479425455585094908,-0.0580967
1479425455635124585,-0.0663007
1479425455685131513,-0.0678355
1479425455735105758,-0.0581878
1479425455785133934,-0.0545212
1479425455835194894,-0.0551716
1479425455885189938,-0.0595912
1479425455935224714,-0.0506435
1479425455985211822,-0.0382584
1479425456035194304,-0.0371148
1479425456085192347,-0.0370816
1479425456135205196,-0.0379679
1479425456185239597,-0.038279
1479425456235223757,-0.0392039
1479425456285289737,-0.0676502
1479425456335235126,-0.0652423
1479425456385302974,-0.0563046
1479425456435270061,-0.0319262
1479425456485283777,-0.0341805
1479425456535173529,-0.0341052
1479425456585276789,-0.0325816
1479425456635797438,-0.0220489
1479425456685307525,-0.0204115
1479425456735295991,-0.00527179
1479425456785300349,-0.00058536
1479425456835252850,0.0196111
1479425456885298305,0.000701904
1479425456935439781,-0.00489979
1479425456985195670,-0.0049348
1479425457035293970,0.0124413
1479425457085310967,0.0258157
1479425457135319871,0.01148
1479425457185327174,-0.00256058
1479425457235454552,-0.00180974
1479425457285396179,-0.00527179
1479425457335680191,-0.00527179
1479425457385403889,-0.00527179
1479425457435365862,0.00276406
1479425457485440946,0.0112937
1479425457535450517,-0.00527179
1479425457585440122,-0.00527179
1479425457635453799,-0.00527179
1479425457685490309,-0.00527179
1479425457735463426,-0.0153268
1479425457785461222,-0.0202469
1479425457835461298,-0.0205624
1479425457885465463,-0.0243282
1479425457935443994,-0.0248062
1479425457985574404,-0.0202744
1479425458035516248,-0.0150218
1479425458085493111,-0.00527179
1479425458136360647,-0.00527179
1479425458185513500,-0.00527179
1479425458235501711,-0.00527179
1479425458285570854,0.00449622
1479425458335571469,0.00494086
1479425458385563406,0.0113621
1479425458435515237,0.0125603
1479425458485591816,0.0195557
1479425458535558462,0.012328
1479425458585637408,0.0217706
1479425458635623430,0.0360354
1479425458685606031,0.0406931
1479425458735633876,0.0407726
1479425458785721635,0.0501347
1479425458835615526,0.0552188
1479425458885675290,0.0655936
1479425458935565509,0.0863006
1479425458985707633,0.105026
1479425459035786213,0.120917
1479425459085797381,0.140371
1479425459135788300,0.144741
1479425459185786240,0.146606
1479425459235825132,0.158821
1479425459285815544,0.177013
1479425459335818316,0.189291
1479425459385787916,0.212628
1479425459435785050,0.225507
1479425459485754631,0.229304
1479425459535766306,0.22834
1479425459585771912,0.228382
1479425459636465071,0.228711
1479425459685848966,0.228216
1479425459735915311,0.227774
1479425459786004828,0.228052
1479425459835837416,0.227885
1479425459885872479,0.228255
1479425459935836098,0.228323
1479425459985895144,0.226404
1479425460035898639,0.226525
1479425460085913121,0.227358
1479425460135915916,0.227118
1479425460185897187,0.225273
1479425460235891152,0.22809
1479425460285874473,0.230285
1479425460335911555,0.229297
1479425460385924823,0.227601
1479425460435939785,0.227567
1479425460485916173,0.224994
1479425460535995187,0.225651
1479425460585919323,0.22728
1479425460636021329,0.228258
1479425460686012382,0.232485
1479425460735978366,0.229049
1479425460786022659,0.228142
1479425460836126575,0.226736
1479425460886062982,0.22293
1479425460936039201,0.213799
1479425460986067216,0.217431
1479425461036044239,0.226436
1479425461086025165,0.2291
1479425461136092742,0.230349
1479425461186041375,0.235414
1479425461236058072,0.230303
1479425461286099435,0.230433
1479425461336139116,0.227686
1479425461386151397,0.230925
1479425461436092381,0.232545
1479425461486115901,0.248775
1479425461536098853,0.261668
1479425461586114145,0.266414
1479425461636214238,0.259194
1479425461686225785,0.251089
1479425461736150276,0.241022
1479425461786111572,0.255654
1479425461836053567,0.261701
1479425461886149455,0.275486
1479425461936239444,0.262406
1479425461986247230,0.248652
1479425462036292389,0.24949
1479425462086339659,0.251157
1479425462136375243,0.253606
1479425462186258632,0.251975
1479425462236287595,0.247758
1479425462286259544,0.238274
1479425462336263555,0.204855
1479425462386336544,0.164396
1479425462436366156,0.156678
1479425462486333565,0.157555
1479425462536357592,0.154079
1479425462586437466,0.121253
1479425462636389990,0.094898
1479425462686412613,0.0634752
1479425462736443337,0.05325
1479425462786339435,0.0465953
1479425462836441371,0.0455967
1479425462886374748,0.051572
1479425462936411672,0.0544855
1479425462986389593,0.0488602
1479425463036419577,0.0370607
1479425463086398960,0.0358547
1479425463136517686,0.0313264
1479425463186442372,0.0258428
1479425463236508913,0.0294778
1479425463286463571,0.0339391
1479425463336416846,0.0372811
1479425463386544935,0.045321
1479425463436580362,0.0379766
1479425463486542942,0.0278435
1479425463536555320,0.0146519
1479425463586548994,0.0147712
1479425463636538475,0.00790953
1479425463686540439,0.00754671
1479425463736563501,0.0095105
1479425463786541648,0.0117337
1479425463836571234,0.0124025
1479425463886551352,0.0100087
1479425463936636948,0.00914031
1479425463986676844,-0.000286248
1479425464036541085,-0.00527179
1479425464086638268,-0.00527179
1479425464136608112,-0.00527179
1479425464186611296,-0.00527179
1479425464236603193,-0.00527179
1479425464286627281,0.00248841
1479425464336639025,0.00264555
1479425464386624593,-0.00527179
1479425464436634617,-0.000199299
1479425464486686174,-0.000539308
1479425464536723116,-0.00409153
1479425464586654079,-0.00527179
1479425464636737631,-0.00527179
1479425464686718454,0.00379756
1479425464736677121,0.0138126
1479425464786819578,0.0612879
1479425464836759993,0.0763954
1479425464886744466,0.105177
1479425464936803774,0.116513
1479425464986752484,0.119026
1479425465036782011,0.126585
1479425465086825944,0.143341
1479425465136802389,0.154791
1479425465186824434,0.155794
1479425465236787478,0.155022
1479425465286839373,0.14178
1479425465336790704,0.109886
1479425465386827745,0.091944
1479425465436888835,0.0782854
1479425465486704280,0.0636047
1479425465536740826,0.0603135
1479425465586851290,0.05524
1479425465636861208,0.049936
1479425465686863460,0.0401846
1479425465736850570,0.0374741
1479425465786885844,0.0181348
1479425465836991130,0.00691408
1479425465886884016,0.00524628
1479425465936951597,0.00807494
1479425465986941594,0.00792462
1479425466036861894,0.00780973
1479425466086876737,0.0224683
1479425466136972790,0.0348977
1479425466187045408,0.0432955
1479425466236967408,0.0522946
1479425466286924703,0.0569456
1479425466337047501,0.063592
1479425466387068708,0.0666476
1479425466437097862,0.0772281
1479425466486985077,0.0902281
1479425466537029996,0.0879489
1479425466587146615,0.0938589
1479425466636982407,0.0964048
1479425466687154186,0.0971573
1479425466737019562,0.102479
1479425466787107269,0.106848
1479425466837157829,0.110999
1479425466887161583,0.124674
1479425466937061748,0.146047
1479425466987144748,0.150477
1479425467037250592,0.154178
1479425467087097662,0.157869
1479425467137030932,0.162135
1479425467187091121,0.17496
1479425467237121179,0.189687
1479425467287147926,0.18364
1479425467337226793,0.202013
1479425467387190438,0.22165
1479425467437240204,0.230689
1479425467487131527,0.23566
1479425467537124339,0.235402
1479425467587213312,0.227929
1479425467637198914,0.228918
1479425467687245795,0.233137
1479425467737249898,0.234615
1479425467787180376,0.242951
1479425467837327756,0.238161
1479425467887243591,0.21528
1479425467937326324,0.187695
1479425467987181003,0.170517
1479425468037288408,0.166258
1479425468087278138,0.168527
1479425468137258519,0.164166
1479425468187221976,0.164252
1479425468237279961,0.161567
1479425468287290727,0.164234
1479425468337392490,0.169137
1479425468387363668,0.173483
1479425468437361934,0.209965
1479425468487275816,0.223598
1479425468537505265,0.225436
1479425468587327535,0.227576
1479425468637426950,0.240193
1479425468687444865,0.24995
1479425468737475475,0.250804
1479425468787473873,0.269355
1479425468837539575,0.264947
1479425468887430302,0.279392
1479425468937411998,0.314228
1479425468987450855,0.34349
1479425469037422805,0.371912
1479425469087464981,0.379499
1479425469137457112,0.389002
1479425469187499703,0.387498
1479425469237439190,0.396065
1479425469287461723,0.391647
1479425469337485349,0.386657
1479425469387486765,0.373412
1479425469437503369,0.359956
1479425469487482402,0.349075
1479425469537533477,0.351373
1479425469587525741,0.345688
1479425469637544742,0.349764
1479425469687549988,0.351316
1479425469737509574,0.344955
1479425469787567215,0.348597
1479425469837591780,0.343413
1479425469887565806,0.340658
1479425469937616223,0.34599
1479425469987547665,0.395228
1479425470037571237,0.371047
1479425470087672702,0.354588
1479425470137602908,0.370028
1479425470187611693,0.359191
1479425470237670583,0.370363
1479425470287629689,0.365177
1479425470337669931,0.359673
1479425470387666538,0.341757
1479425470437708967,0.340023
1479425470487627112,0.342889
1479425470537669194,0.310228
1479425470587738917,0.306985
1479425470637737075,0.325818
1479425470687714256,0.330485
1479425470737828505,0.32577
1479425470787718069,0.295858
1479425470837723661,0.262837
1479425470887715177,0.257788
1479425470937824540,0.276871
1479425470987742112,0.304039
1479425471037946994,0.270013
1479425471087708350,0.247266
1479425471137879420,0.217076
1479425471187788170,0.192881
1479425471237926467,0.180091
1479425471287812391,0.169664
1479425471337938290,0.157081
1479425471387869489,0.157277
1479425471437817786,0.158299
1479425471487922567,0.158216
1479425471537881702,0.145727
1479425471587865675,0.143464
1479425471637871684,0.127194
1479425471687847719,0.103761
1479425471737892952,0.0998567
1479425471787856644,0.0822161
1479425471837891940,0.0643846
1479425471887842023,0.0714711
1479425471937964536,0.0751127
1479425471988059874,0.0602322
1479425472038075823,0.0551529
1479425472088001704,0.0527622
1479425472138171167,0.0478824
1479425472188174498,0.0451659
1479425472238035203,0.060959
1479425472288105559,0.0565298
1479425472338141795,0.055863
1479425472388088728,0.0473208
1479425472438151321,0.0358165
1479425472488161318,0.00794349
1479425472538098169,-0.00527179
1479425472588142940,-0.00527179
1479425472638183644,-0.00527179
1479425472688106000,-0.00527179
1479425472738226851,-0.00527179
1479425472788196547,-0.00527179
1479425472838198592,-0.00527179
1479425472888232417,-0.00527179
1479425472938252437,-0.0199657
1479425472988233929,-0.0202264
1479425473038182153,-0.0203912
1479425473088169184,-0.0202809
1479425473138220022,-0.0200645
1479425473188249245,-0.0180003
1479425473238252451,-0.0198638
1479425473288281447,-0.0192297
1479425473338265983,-0.0166238
1479425473388245228,-0.0164134
1479425473438326991,-0.0199149
1479425473488272568,-0.0177412
1479425473538246977,-0.0162462
1479425473588285460,-0.0163765
1479425473638295459,-0.015406
1479425473688291452,-0.011449
1479425473738358929,-0.00527179
1479425473788285813,-0.00527179
1479425473838316755,-0.00527179
1479425473888375278,-0.00527179
1479425473938375490,-0.00527179
1479425473988331148,-0.00527179
1479425474038441715,-0.00527179
1479425474088396056,-0.00527179
1479425474138376609,-0.00527179
1479425474188402642,-1.18972e-05
1479425474238370303,0.00414583
1479425474288443130,0.00173687
1479425474338481132,-0.00527179
1479425474388404577,-0.00527179
1479425474438416493,-0.00527179
1479425474488456262,-0.00527179
1479425474538455214,-0.00527179
1479425474588420270,-0.00527179
1479425474638458150,-0.00527179
1479425474688495756,0.00810147
1479425474738524774,0.00718076
1479425474788520389,0.0119768
1479425474838565095,0.0120579
1479425474888420539,0.00994255
1479425474938465270,0.00716154
1479425474988433846,-0.000299761
1479425475038597612,-0.00416226
1479425475088523291,0.00503655
1479425475138528325,0.0084954
1479425475188503326,0.0114505
1479425475238439346,0.0108907
1479425475288549236,0.00992726
1479425475338512029,0.011308
1479425475388514936,0.0109898
1479425475438522963,0.00521031
1479425475488518345,0.00340727
1479425475538554968,0.0025013
1479425475588609769,-0.00527179
1479425475638567482,-0.00527179
1479425475688557528,-0.00527179
1479425475738621943,-0.00527179
1479425475788654601,-0.00527179
1479425475838585986,-0.0183682
1479425475888678646,-0.0285794
1479425475938681487,-0.0381865
1479425475988629010,-0.0558623
1479425476038620673,-0.0544866
1479425476088700194,-0.0497448
1479425476138632420,-0.0582346
1479425476188653632,-0.0653083
1479425476238948004,-0.0644475
1479425476288694141,-0.0655922
1479425476338673200,-0.0642081
1479425476388749768,-0.0666265
1479425476438703321,-0.0652516
1479425476488789361,-0.0630343
1479425476538783734,-0.050951
1479425476588728563,-0.0374443
1479425476638744234,-0.0353311
1479425476688741578,-0.0286969
1479425476738775155,-0.0308286
1479425476788842204,-0.0366637
1479425476838781343,-0.0399525
1479425476888787441,-0.0381927
1479425476938859087,-0.0335693
1479425476988807753,-0.0356798
1479425477038887379,-0.0428079
1479425477088807040,-0.0382157
1479425477138807785,-0.0596839
1479425477188922979,-0.0858393
1479425477238840334,-0.0988084
1479425477288907543,-0.104058
1479425477338960729,-0.110384
1479425477388911861,-0.128905
1479425477438887708,-0.31616
1479425477488922822,-0.350824
1479425477538942781,-0.347186
1479425477588987687,-0.386894
1479425477638925581,-0.329635
1479425477688937431,-0.320815
1479425477739556250,-0.352328
1479425477788948138,-0.286842
1479425477838934577,-0.311365
1479425477888948464,-0.380047
1479425477938965840,-0.403583
1479425477989077866,-0.404523
1479425478038942486,-0.364716
1479425478089057159,-0.343292
1479425478139048301,-0.329373
1479425478189090682,-0.352255
1479425478239012125,-0.401918
1479425478289079599,-0.400178
1479425478339057488,-0.3833
1479425478389110771,-0.364664
1479425478439078118,-0.355044
1479425478489071115,-0.316348
1479425478539067254,-0.271264
1479425478589087190,-0.25872
1479425478639055536,-0.268642
1479425478689149202,-0.277554
1479425478739100358,-0.286411
1479425478789153645,-0.298052
1479425478839141187,-0.295889
1479425478889151017,-0.328156
1479425478939240846,-0.320944
1479425478989147766,-0.307306
1479425479039211268,-0.311765
1479425479089230263,-0.320537
1479425479139194771,-0.313171
1479425479189200247,-0.316949
1479425479239561420,-0.305833
1479425479289276234,-0.290489
1479425479339312702,-0.279989
1479425479389220802,-0.271445
1479425479439204951,-0.253961
1479425479489263915,-0.256156
1479425479539223827,-0.249937
1479425479589374111,-0.251178
1479425479639242683,-0.246498
1479425479689337057,-0.208775
1479425479739281981,-0.191737
1479425479789362848,-0.18282
1479425479839321743,-0.175511
1479425479889297514,-0.169614
1479425479939325347,-0.158491
1479425479989369360,-0.120241
1479425480039306009,-0.111121
1479425480089353722,-0.0805132
1479425480139374710,-0.0620212
1479425480189398477,-0.0377317
1479425480239342730,-0.0349683
1479425480289412357,-0.035559
1479425480339480159,-0.0390593
1479425480389389047,-0.0474796
1479425480439429560,-0.0458126
1479425480489467589,-0.0390234
1479425480539445380,-0.0358792
1479425480589437071,-0.0299844
1479425480639443659,-0.023176
1479425480689447340,-0.0193648
1479425480740004922,-0.0191002
1479425480789486716,-0.00527179
1479425480839507375,-0.00527179
1479425480889508091,-0.00527179
1479425480939448035,-0.00527179
1479425480989617990,-0.00527179
1479425481039511063,-0.00527179
1479425481089519192,-0.00527179
1479425481139559955,-0.00527179
1479425481189582228,-0.00527179
1479425481239551208,-0.00527179
1479425481289593844,-0.020635
1479425481339600229,-0.0335237
1479425481389564116,-0.0357241
1479425481439622040,-0.0368484
1479425481489651743,-0.0425378
1479425481539615797,-0.0524653
1479425481589642847,-0.0524349
1479425481639633409,-0.0530565
1479425481689633691,-0.05646
1479425481739679479,-0.0552117
1479425481789695376,-0.0536083
1479425481839683551,-0.0459855
1479425481889671632,-0.0368499
1479425481939663034,-0.0384752
1479425481989643376,-0.0392567
1479425482039684504,-0.0449072
1479425482089705119,-0.0324101
1479425482139781143,-0.00527179
1479425482189705241,-0.00527179
1479425482240345436,-0.00527179
1479425482289755682,-0.00527179
1479425482339806233,-0.00527179
1479425482389809053,-0.00527179
1479425482439757697,-0.00527179
1479425482489739271,-0.00527179
1479425482539873009,-0.00527179
1479425482589808311,-0.00423263
1479425482639842908,-0.00527179
1479425482689800193,-0.00527179
1479425482739811890,-0.00527179
1479425482789802899,-0.00527179
1479425482839871403,-0.00527179
1479425482889818491,-0.00527179
1479425482939888311,-0.00527179
1479425482990024259,-0.00527179
1479425483039857199,-0.00527179
1479425483089982809,-0.00527179
1479425483139940003,-0.00527179
1479425483189903545,8.21291e-05
1479425483239937856,0.0106521
1479425483289899135,0.0297509
1479425483339973692,0.0434445
1479425483389926110,0.0363811
1479425483440027209,0.0382091
1479425483490051428,0.0381675
1479425483539966508,0.0390201
1479425483590036702,0.0384163
1479425483640054335,0.0419752
1479425483689970189,0.0365042
1479425483739974784,0.0119632
1479425483789997770,-0.000692846
1479425483840003304,-0.00527179
1479425483889996738,-0.00527179
1479425483940037920,-0.00527179
1479425483990053907,-0.00527179
1479425484040008904,-0.00527179
1479425484090177169,-0.00527179
1479425484140130080,-0.00527179
1479425484190031016,-0.0203055
1479425484240058543,-0.0268381
1479425484290090105,-0.0294742
1479425484340062246,-0.0343127
1479425484390093269,-0.0270557
1479425484440231873,-0.0237818
1479425484490102584,-0.0259856
1479425484540124506,-0.0316631
1479425484590171023,-0.0390161
1479425484640184141,-0.0726713
1479425484690170884,-0.101749
1479425484740210717,-0.0946809
1479425484790190355,-0.101933
1479425484840154163,-0.0781281
1479425484890315303,-0.0546279
1479425484940209982,-0.0368711
1479425484990181613,-0.0361386
1479425485040288322,-0.0306731
1479425485090217151,-0.050787
1479425485140290599,-0.0565352
1479425485190254419,-0.0570933
1479425485240270487,-0.0679969
1479425485290291804,-0.0653343
1479425485340296592,-0.0643288
1479425485390329216,-0.0660327
1479425485440286516,-0.0613369
1479425485490269662,-0.0428332
1479425485540340795,-0.0369275
1479425485590295391,-0.0489554
1479425485640385310,-0.0568969
1479425485690367707,-0.0553236
1479425485740353103,-0.0503512
1479425485790309212,-0.0391457
1479425485840339023,-0.0403097
1479425485890414046,-0.0392937
1479425485940389308,-0.0460718
1479425485990442274,-0.0544251
1479425486040369175,-0.0606961
1479425486090379225,-0.0657289
1479425486140467006,-0.0654218
1479425486190451995,-0.0690043
1479425486240470042,-0.0864798
